Node,City,Latitude,Longitude
ANTFELP424NP006,ANTIPOLO CITY,14.634239,121.131209
ANTFELP424NP007,ANTIPOLO CITY,14.634162,121.130814
ANTFELP424NP008,ANTIPOLO CITY,14.634107,121.130468
ANTFELP427NP001,ANTIPOLO CITY,14.63196411,121.1216858
ANTFELP427NP002,ANTIPOLO CITY,14.63336167,121.1215419
ANTFELP427NP003,ANTIPOLO CITY,14.63115801,121.1218703
ANTFELP427NP004,ANTIPOLO CITY,14.63119992,121.1223285
ANTFELP427NP005,ANTIPOLO CITY,14.6319216,121.1222086
ANTFELP427NP006,ANTIPOLO CITY,14.63123671,121.1227527
ANTFELP427NP007,ANTIPOLO CITY,14.632178,121.122639
ANTFELP427NP008,ANTIPOLO CITY,14.632178,121.122639
ANTFELP428NP001,ANTIPOLO CITY,14.632825,121.123589
ANTFELP428NP002,ANTIPOLO CITY,14.633889,121.123028
ANTFELP428NP003,ANTIPOLO CITY,14.634806,121.122914
ANTFELP428NP005,ANTIPOLO CITY,14.632825,121.123589
ANTFELP428NP006,ANTIPOLO CITY,14.634806,121.122914
ANTFELP428NP007,ANTIPOLO CITY,14.632256,121.123086
ANTFELP428NP008,ANTIPOLO CITY,14.632256,121.123086
ANTFELP429NP001,ANTIPOLO CITY,14.63084615,121.1228053
ANTFELP429NP002,ANTIPOLO CITY,14.63111501,121.1213224
ANTFELP429NP003,ANTIPOLO CITY,14.631547,121.121336
ANTFELP429NP004,ANTIPOLO CITY,14.63257659,121.121175
ANTFELP429NP005,ANTIPOLO CITY,14.631592,121.120692
ANTFELP429NP006,ANTIPOLO CITY,14.63282227,121.1205593
ANTFELP429NP007,ANTIPOLO CITY,14.632864,121.120036
ANTFELP429NP008,ANTIPOLO CITY,14.63267419,121.1200567
ANTFELP430NP001,ANTIPOLO CITY,14.63503797,121.1219465
ANTFELP430NP002,ANTIPOLO CITY,14.633328,121.122094
ANTFELP430NP003,ANTIPOLO CITY,14.63300324,121.1221113
ANTFELP430NP004,ANTIPOLO CITY,14.635014,121.122392
ANTFELP430NP005,ANTIPOLO CITY,14.635014,121.122392
ANTFELP430NP006,ANTIPOLO CITY,14.6334673,121.1225614
ANTFELP430NP007,ANTIPOLO CITY,14.63524761,121.1215069
ANTFELP430NP008,ANTIPOLO CITY,14.635003,121.121953
ANTFELP431NP001,ANTIPOLO CITY,14.63548675,121.1204232
ANTFELP431NP002,ANTIPOLO CITY,14.635147,121.120585
ANTFELP431NP003,ANTIPOLO CITY,14.634134,121.120241
ANTFELP431NP004,ANTIPOLO CITY,14.634134,121.120241
ANTFELP431NP005,ANTIPOLO CITY,14.63454,121.120298
ANTFELP431NP006,ANTIPOLO CITY,14.634615,121.120042
ANTFELP431NP007,ANTIPOLO CITY,14.634618,121.119897
ANTFELP431NP008,ANTIPOLO CITY,14.634618,121.119897
ANTFELP432NP001,ANTIPOLO CITY,14.62926311,121.1213819
ANTFELP432NP002,ANTIPOLO CITY,14.62930833,121.1211704
ANTFELP432NP003,ANTIPOLO CITY,14.62945826,121.1204497
ANTFELP432NP004,ANTIPOLO CITY,14.62945826,121.1204497
ANTFELP432NP005,ANTIPOLO CITY,14.62934164,121.1203193
ANTFELP432NP006,ANTIPOLO CITY,14.62976764,121.1197856
ANTFELP432NP007,ANTIPOLO CITY,14.63018173,121.1191535
ANTFELP432NP008,ANTIPOLO CITY,14.63029596,121.1189764
ANTFELP433NP001,ANTIPOLO CITY,14.6287919,121.1202259
ANTFELP433NP002,ANTIPOLO CITY,14.62838105,121.1204296
ANTFELP433NP003,ANTIPOLO CITY,14.62815486,121.12054
ANTFELP433NP004,ANTIPOLO CITY,14.62789571,121.1201643
ANTFELP433NP005,ANTIPOLO CITY,14.62794956,121.1206443
ANTFELP433NP006,ANTIPOLO CITY,14.62747837,121.1207921
ANTFELP433NP007,ANTIPOLO CITY,14.62717714,121.1208652
ANTFELP433NP008,ANTIPOLO CITY,14.62717714,121.1208652
ANTFELP434NP001,ANTIPOLO CITY,14.63065672,121.1183367
ANTFELP434NP002,ANTIPOLO CITY,14.63100317,121.1177797
ANTFELP434NP003,ANTIPOLO CITY,14.6308272,121.1177655
ANTFELP434NP004,ANTIPOLO CITY,14.630392,121.117694
ANTFELP434NP005,ANTIPOLO CITY,14.63007382,121.1176177
ANTFELP434NP006,ANTIPOLO CITY,14.62987035,121.1174444
ANTFELP434NP007,ANTIPOLO CITY,14.63124513,121.1174245
ANTFELP434NP008,ANTIPOLO CITY,14.63163279,121.1167495
ANTFELP435NP001,ANTIPOLO CITY,14.63209449,121.1159528
ANTFELP435NP002,ANTIPOLO CITY,14.63211299,121.1158046
ANTFELP435NP003,ANTIPOLO CITY,14.63217773,121.1155083
ANTFELP435NP004,ANTIPOLO CITY,14.63225634,121.1149683
ANTFELP435NP005,ANTIPOLO CITY,14.632419,121.114133
ANTFELP435NP006,ANTIPOLO CITY,14.632572,121.113311
ANTFELP435NP007,ANTIPOLO CITY,14.632419,121.114133
ANTFELP435NP008,ANTIPOLO CITY,14.632572,121.113311
ANTFELP448NP001,ANTIPOLO CITY,14.62359439,121.124814
ANTFELP448NP002,ANTIPOLO CITY,14.62404808,121.1246435
ANTFELP448NP003,ANTIPOLO CITY,14.62494171,121.124473
ANTFELP448NP004,ANTIPOLO CITY,14.62518367,121.1244389
ANTFELP448NP005,ANTIPOLO CITY,14.62519192,121.1246037
ANTFELP448NP006,ANTIPOLO CITY,14.62519192,121.1246037
ANTFELP448NP007,ANTIPOLO CITY,14.62525791,121.1256295
ANTFELP448NP008,ANTIPOLO CITY,14.62521392,121.1259364
ANTFELP449NP001,ANTIPOLO CITY,14.62515893,121.1261666
ANTFELP449NP002,ANTIPOLO CITY,14.62508194,121.1267492
ANTFELP449NP003,ANTIPOLO CITY,14.62498845,121.1273885
ANTFELP449NP004,ANTIPOLO CITY,14.62515893,121.1261666
ANTFELP449NP005,ANTIPOLO CITY,14.62508194,121.1267492
ANTFELP449NP006,ANTIPOLO CITY,14.62508194,121.1267492
ANTFELP449NP007,ANTIPOLO CITY,14.62498845,121.1273885
ANTFELP449NP008,ANTIPOLO CITY,14.62498845,121.1273885
ANTFELP450NP001,ANTIPOLO CITY,14.62312173,121.1250862
ANTFELP450NP002,ANTIPOLO CITY,14.622632,121.127793
ANTFELP450NP003,ANTIPOLO CITY,14.62257783,121.1278216
ANTFELP450NP004,ANTIPOLO CITY,14.62192841,121.1279453
ANTFELP450NP005,ANTIPOLO CITY,14.62149002,121.1268477
ANTFELP450NP006,ANTIPOLO CITY,14.62106736,121.1271091
ANTFELP450NP007,ANTIPOLO CITY,14.62146082,121.1280057
ANTFELP450NP008,ANTIPOLO CITY,14.62043685,121.1276748
ANTFELP451NP001,ANTIPOLO CITY,14.62013362,121.1267335
ANTFELP451NP002,ANTIPOLO CITY,14.62013362,121.1267335
ANTFELP451NP003,ANTIPOLO CITY,14.61980291,121.1283006
ANTFELP451NP004,ANTIPOLO CITY,14.619444,121.127306
ANTFELP451NP005,ANTIPOLO CITY,14.6194918,121.1268272
ANTFELP451NP006,ANTIPOLO CITY,14.619419,121.126255
ANTFELP451NP007,ANTIPOLO CITY,14.619444,121.127306
ANTFELP451NP008,ANTIPOLO CITY,14.619419,121.126255
ANTFELP452NP001,ANTIPOLO CITY,14.61744611,121.1308604
ANTFELP452NP002,ANTIPOLO CITY,14.61650628,121.1312734
ANTFELP452NP003,ANTIPOLO CITY,14.61622843,121.1302887
ANTFELP452NP004,ANTIPOLO CITY,14.61579263,121.1315103
ANTFELP452NP005,ANTIPOLO CITY,14.61748271,121.1304103
ANTFELP452NP006,ANTIPOLO CITY,14.61641593,121.1297533
ANTFELP452NP007,ANTIPOLO CITY,14.61676031,121.129347
ANTFELP452NP008,ANTIPOLO CITY,14.61676031,121.129347
ANTFELP453NP001,ANTIPOLO CITY,14.61674682,121.1279083
ANTFELP453NP002,ANTIPOLO CITY,14.616378,121.128001
ANTFELP453NP003,ANTIPOLO CITY,14.61600761,121.1281555
ANTFELP453NP004,ANTIPOLO CITY,14.61561562,121.127677
ANTFELP453NP005,ANTIPOLO CITY,14.61560328,121.1284569
ANTFELP453NP006,ANTIPOLO CITY,14.6152545,121.1280135
ANTFELP453NP007,ANTIPOLO CITY,14.61517271,121.1273325
ANTFELP453NP008,ANTIPOLO CITY,14.616378,121.128001
ANTFELP454NP001,ANTIPOLO CITY,14.61152256,121.1330155
ANTFELP454NP002,ANTIPOLO CITY,14.61013229,121.1322622
ANTFELP454NP003,ANTIPOLO CITY,14.61099002,121.1334576
ANTFELP454NP004,ANTIPOLO CITY,14.61081542,121.1335726
ANTFELP454NP005,ANTIPOLO CITY,14.60875479,121.1332105
ANTFELP454NP006,ANTIPOLO CITY,14.60779705,121.1325644
ANTFELP454NP007,ANTIPOLO CITY,14.60875479,121.1332105
ANTFELP454NP008,ANTIPOLO CITY,14.60779705,121.1325644
ANTFELP455NP001,ANTIPOLO CITY,14.61044565,121.1345267
ANTFELP455NP002,ANTIPOLO CITY,14.60975621,121.134115
ANTFELP455NP003,ANTIPOLO CITY,14.60792587,121.133324
ANTFELP455NP004,ANTIPOLO CITY,14.60984263,121.1348901
ANTFELP455NP005,ANTIPOLO CITY,14.60761721,121.1356971
ANTFELP455NP006,ANTIPOLO CITY,14.60824378,121.1360097
ANTFELP455NP007,ANTIPOLO CITY,14.60824378,121.1360097
ANTFELP455NP008,ANTIPOLO CITY,14.61044565,121.1345267
ANTFELP456NP001,ANTIPOLO CITY,14.628317,121.127369
ANTFELP456NP002,ANTIPOLO CITY,14.62803512,121.1281586
ANTFELP456NP003,ANTIPOLO CITY,14.6288129,121.127268
ANTFELP456NP004,ANTIPOLO CITY,14.62899824,121.1280001
ANTFELP456NP005,ANTIPOLO CITY,14.62845815,121.1281197
ANTFELP456NP006,ANTIPOLO CITY,14.62903495,121.1286354
ANTFELP456NP007,ANTIPOLO CITY,14.62903495,121.1286354
ANTFELP456NP008,ANTIPOLO CITY,14.62910101,121.1291285
ANTFELP476NP001,ANTIPOLO CITY,14.6307344,121.1275537
ANTFELP476NP002,ANTIPOLO CITY,14.6311986,121.1277094
ANTFELP476NP003,ANTIPOLO CITY,14.6311986,121.1277094
ANTFELP476NP004,ANTIPOLO CITY,14.631109,121.128133
ANTFELP476NP005,ANTIPOLO CITY,14.630888,121.128675
ANTFELP476NP006,ANTIPOLO CITY,14.630587,121.128666
ANTFELP476NP007,ANTIPOLO CITY,14.6307785,121.1281879
ANTFELP476NP008,ANTIPOLO CITY,14.6308875,121.127922
ANTFELP477NP001,ANTIPOLO CITY,14.63044831,121.1279732
ANTFELP477NP002,ANTIPOLO CITY,14.630172,121.128562
ANTFELP477NP003,ANTIPOLO CITY,14.63010535,121.128956
ANTFELP477NP004,ANTIPOLO CITY,14.629986,121.129319
ANTFELP477NP005,ANTIPOLO CITY,14.62983514,121.1296775
ANTFELP477NP006,ANTIPOLO CITY,14.63048468,121.1290742
ANTFELP477NP007,ANTIPOLO CITY,14.63101644,121.1290652
ANTFELP477NP008,ANTIPOLO CITY,14.63141482,121.1290545
ANTFELP478NP001,ANTIPOLO CITY,14.63079306,121.1183641
ANTFELP478NP002,ANTIPOLO CITY,14.631022,121.1181
ANTFELP478NP003,ANTIPOLO CITY,14.63122516,121.1176762
ANTFELP478NP004,ANTIPOLO CITY,14.63153724,121.1171687
ANTFELP478NP005,ANTIPOLO CITY,14.631878,121.116731
ANTFELP478NP006,ANTIPOLO CITY,14.631878,121.116731
ANTFELP478NP007,ANTIPOLO CITY,14.63223401,121.1158503
ANTFELP478NP008,ANTIPOLO CITY,14.63042883,121.1189668
ANTFELP479NP001,ANTIPOLO CITY,14.62983651,121.1199142
ANTFELP479NP002,ANTIPOLO CITY,14.62941997,121.1211265
ANTFELP479NP003,ANTIPOLO CITY,14.62928891,121.1219044
ANTFELP479NP004,ANTIPOLO CITY,14.630719,121.119281
ANTFELP479NP005,ANTIPOLO CITY,14.631939,121.119014
ANTFELP479NP006,ANTIPOLO CITY,14.631939,121.119014
ANTFELP479NP007,ANTIPOLO CITY,14.63301405,121.1191475
ANTFELP479NP008,ANTIPOLO CITY,14.63303103,121.1177074
ANTFELP480NP001,ANTIPOLO CITY,14.62807004,121.1335516
ANTFELP480NP002,ANTIPOLO CITY,14.62792311,121.1329677
ANTFELP480NP003,ANTIPOLO CITY,14.62733275,121.1326681
ANTFELP480NP004,ANTIPOLO CITY,14.62755047,121.1334826
ANTFELP480NP005,ANTIPOLO CITY,14.62698949,121.1330795
ANTFELP480NP006,ANTIPOLO CITY,14.62722189,121.133836
ANTFELP480NP007,ANTIPOLO CITY,14.62722189,121.133836
ANTFELP480NP008,ANTIPOLO CITY,14.62722189,121.133836
ANTFELP481NP001,ANTIPOLO CITY,14.62634571,121.1328453
ANTFELP481NP002,ANTIPOLO CITY,14.62611337,121.1322187
ANTFELP481NP003,ANTIPOLO CITY,14.62572048,121.1318126
ANTFELP481NP004,ANTIPOLO CITY,14.62542014,121.1318536
ANTFELP481NP005,ANTIPOLO CITY,14.62497246,121.1319317
ANTFELP481NP006,ANTIPOLO CITY,14.62498757,121.1312972
ANTFELP481NP007,ANTIPOLO CITY,14.62498757,121.1312972
ANTFELP481NP008,ANTIPOLO CITY,14.62498757,121.1312972
ANTFELP482NP001,ANTIPOLO CITY,14.62869947,121.1359997
ANTFELP482NP002,ANTIPOLO CITY,14.62960948,121.1366945
ANTFELP482NP003,ANTIPOLO CITY,14.62943318,121.1356316
ANTFELP482NP004,ANTIPOLO CITY,14.629497,121.134544
ANTFELP482NP005,ANTIPOLO CITY,14.63030402,121.1349496
ANTFELP482NP006,ANTIPOLO CITY,14.63072535,121.1341621
ANTFELP482NP007,ANTIPOLO CITY,14.631903,121.134483
ANTFELP482NP008,ANTIPOLO CITY,14.63309455,121.1338981
ANTFELP483NP001,ANTIPOLO CITY,14.603361,121.105719
ANTFELP483NP002,ANTIPOLO CITY,14.603361,121.105719
ANTFELP483NP003,ANTIPOLO CITY,14.603361,121.105719
ANTFELP483NP004,ANTIPOLO CITY,14.603361,121.105719
ANTFELP483NP005,ANTIPOLO CITY,14.603361,121.105719
ANTFELP483NP006,ANTIPOLO CITY,14.603361,121.105719
ANTFELP483NP007,ANTIPOLO CITY,14.603361,121.105719
ANTFELP483NP008,ANTIPOLO CITY,14.603361,121.105719
ANTFELP484NP001,ANTIPOLO CITY,14.6177872,121.1382449
ANTFELP484NP002,ANTIPOLO CITY,14.61761469,121.1380022
ANTFELP484NP003,ANTIPOLO CITY,14.61761469,121.1380022
ANTFELP484NP004,ANTIPOLO CITY,14.61735959,121.1376437
ANTFELP484NP005,ANTIPOLO CITY,14.61680902,121.138226
ANTFELP484NP006,ANTIPOLO CITY,14.61667689,121.1381975
ANTFELP484NP007,ANTIPOLO CITY,14.61592261,121.1380837
ANTFELP484NP008,ANTIPOLO CITY,14.61592261,121.1380837
ANTFELP485NP001,ANTIPOLO CITY,14.61525642,121.1382563
ANTFELP485NP002,ANTIPOLO CITY,14.615493,121.138652
ANTFELP485NP003,ANTIPOLO CITY,14.61502151,121.1393412
ANTFELP485NP004,ANTIPOLO CITY,14.61502151,121.1393412
ANTFELP485NP005,ANTIPOLO CITY,14.614883,121.139644
ANTFELP485NP006,ANTIPOLO CITY,14.61485634,121.139161
ANTFELP485NP007,ANTIPOLO CITY,14.61485634,121.139161
ANTFELP485NP008,ANTIPOLO CITY,14.61505087,121.1387324
ANTFELP486NP001,ANTIPOLO CITY,14.62679519,121.1209499
ANTFELP486NP002,ANTIPOLO CITY,14.626463,121.1209955
ANTFELP486NP003,ANTIPOLO CITY,14.6264085,121.1212771
ANTFELP486NP004,ANTIPOLO CITY,14.62641369,121.1214783
ANTFELP486NP005,ANTIPOLO CITY,14.62642666,121.1219557
ANTFELP486NP006,ANTIPOLO CITY,14.62596211,121.1220684
ANTFELP486NP007,ANTIPOLO CITY,14.62589203,121.1217653
ANTFELP486NP008,ANTIPOLO CITY,14.6259102,121.1213254
ANTFELP490NP001,ANTIPOLO CITY,14.616175,121.169725
ANTFELP490NP002,ANTIPOLO CITY,14.616379,121.169291
ANTFELP490NP003,ANTIPOLO CITY,14.61633714,121.1691492
ANTFELP490NP004,ANTIPOLO CITY,14.61633714,121.1691492
ANTFELP490NP005,ANTIPOLO CITY,14.616228,121.168897
ANTFELP490NP006,ANTIPOLO CITY,14.616228,121.168897
ANTFELP490NP007,ANTIPOLO CITY,14.616379,121.169291
ANTFELP490NP008,ANTIPOLO CITY,14.616228,121.168897
ANTFELP491NP001,ANTIPOLO CITY,14.616592,121.169232
ANTFELP491NP002,ANTIPOLO CITY,14.6171456,121.1693329
ANTFELP491NP003,ANTIPOLO CITY,14.616768,121.169049
ANTFELP491NP004,ANTIPOLO CITY,14.616768,121.169049
ANTFELP491NP005,ANTIPOLO CITY,14.6171456,121.1693329
ANTFELP491NP006,ANTIPOLO CITY,14.616592,121.169232
ANTFELP491NP007,ANTIPOLO CITY,14.616768,121.169049
ANTFELP491NP008,ANTIPOLO CITY,14.616768,121.169049
ANTFELP492NP001,ANTIPOLO CITY,14.615603,121.16945
ANTFELP492NP002,ANTIPOLO CITY,14.615603,121.16945
ANTFELP492NP003,ANTIPOLO CITY,14.615396,121.168897
ANTFELP492NP004,ANTIPOLO CITY,14.61534115,121.1683794
ANTFELP492NP005,ANTIPOLO CITY,14.61534115,121.1683794
ANTFELP492NP006,ANTIPOLO CITY,14.6162789,121.1681022
ANTFELP492NP007,ANTIPOLO CITY,14.615603,121.16945
ANTFELP492NP008,ANTIPOLO CITY,14.615396,121.168897
ANTFELP493NP001,ANTIPOLO CITY,14.627822,121.162211
ANTFELP493NP002,ANTIPOLO CITY,14.627822,121.162211
ANTFELP493NP003,ANTIPOLO CITY,14.6288622,121.1638213
ANTFELP493NP004,ANTIPOLO CITY,14.63042924,121.1636174
ANTFELP493NP005,ANTIPOLO CITY,14.62980052,121.1633687
ANTFELP493NP006,ANTIPOLO CITY,14.63042924,121.1636174
ANTFELP493NP007,ANTIPOLO CITY,14.627822,121.162211
ANTFELP493NP008,ANTIPOLO CITY,14.629786,121.16325
ANTFELP494NP001,ANTIPOLO CITY,14.63030436,121.1646059
ANTFELP494NP002,ANTIPOLO CITY,14.63030436,121.1646059
ANTFELP494NP003,ANTIPOLO CITY,14.63119918,121.1640803
ANTFELP494NP004,ANTIPOLO CITY,14.63119918,121.1640803
ANTFELP494NP005,ANTIPOLO CITY,14.631545,121.16566
ANTFELP494NP006,ANTIPOLO CITY,14.631545,121.16566
ANTFELP494NP007,ANTIPOLO CITY,14.63138,121.16644
ANTFELP494NP008,ANTIPOLO CITY,14.63084142,121.1674983
ANTFELP495NP001,ANTIPOLO CITY,14.632203,121.165819
ANTFELP495NP002,ANTIPOLO CITY,14.632364,121.16756
ANTFELP495NP003,ANTIPOLO CITY,14.632339,121.167619
ANTFELP495NP004,ANTIPOLO CITY,14.632203,121.165819
ANTFELP495NP005,ANTIPOLO CITY,14.632364,121.16756
ANTFELP495NP006,ANTIPOLO CITY,14.632203,121.165819
ANTFELP495NP007,ANTIPOLO CITY,14.632203,121.165819
ANTFELP495NP008,ANTIPOLO CITY,14.632339,121.167619
ANTFELP496NP003,ANTIPOLO CITY,14.62552861,121.174536
ANTFELP496NP004,ANTIPOLO CITY,14.62553,121.17446
ANTFELP496NP008,ANTIPOLO CITY,14.6257507,121.1748372
ANTFELP497NP001,ANTIPOLO CITY,14.62480094,121.1738823
ANTFELP497NP002,ANTIPOLO CITY,14.62526156,121.173924
ANTFELP497NP003,ANTIPOLO CITY,14.62526156,121.173924
ANTFELP497NP004,ANTIPOLO CITY,14.62488168,121.1739354
ANTFELP497NP005,ANTIPOLO CITY,14.62533864,121.1750752
ANTFELP497NP006,ANTIPOLO CITY,14.62469483,121.175129
ANTFELP497NP007,ANTIPOLO CITY,14.62469483,121.175129
ANTFELP497NP008,ANTIPOLO CITY,14.62533864,121.1750752
ANTFELP520NP001,ANTIPOLO CITY,14.62767941,121.1451318
ANTFELP520NP002,ANTIPOLO CITY,14.62890499,121.1448863
ANTFELP520NP003,ANTIPOLO CITY,14.6295994,121.145033
ANTFELP520NP004,ANTIPOLO CITY,14.62837804,121.1455047
ANTFELP520NP005,ANTIPOLO CITY,14.62870824,121.1459276
ANTFELP520NP006,ANTIPOLO CITY,14.62870824,121.1459276
ANTFELP520NP007,ANTIPOLO CITY,14.62884432,121.1466494
ANTFELP520NP008,ANTIPOLO CITY,14.62881631,121.1471158
ANTFELP521NP001,ANTIPOLO CITY,14.63034193,121.138603
ANTFELP521NP002,ANTIPOLO CITY,14.63034193,121.138603
ANTFELP521NP003,ANTIPOLO CITY,14.631572,121.139135
ANTFELP521NP004,ANTIPOLO CITY,14.631572,121.139135
ANTFELP521NP005,ANTIPOLO CITY,14.63264756,121.138456
ANTFELP521NP006,ANTIPOLO CITY,14.63330155,121.1382481
ANTFELP521NP007,ANTIPOLO CITY,14.63330155,121.1382481
ANTFELP521NP008,ANTIPOLO CITY,14.631572,121.139135
ANTFELP522NP001,ANTIPOLO CITY,14.63085638,121.1384366
ANTFELP522NP002,ANTIPOLO CITY,14.63110764,121.1384272
ANTFELP522NP003,ANTIPOLO CITY,14.63124295,121.137905
ANTFELP522NP004,ANTIPOLO CITY,14.63176998,121.137419
ANTFELP522NP005,ANTIPOLO CITY,14.63215852,121.1359256
ANTFELP522NP006,ANTIPOLO CITY,14.63215852,121.1359256
ANTFELP522NP007,ANTIPOLO CITY,14.63245672,121.1352817
ANTFELP522NP008,ANTIPOLO CITY,14.63245672,121.1352817
ANTFELP523NP001,ANTIPOLO CITY,14.632461,121.124544
ANTFELP523NP002,ANTIPOLO CITY,14.63185756,121.1246734
ANTFELP523NP003,ANTIPOLO CITY,14.63185756,121.1246734
ANTFELP523NP004,ANTIPOLO CITY,14.6319274,121.1239245
ANTFELP523NP005,ANTIPOLO CITY,14.63144292,121.1244726
ANTFELP523NP006,ANTIPOLO CITY,14.63196231,121.1235795
ANTFELP523NP007,ANTIPOLO CITY,14.63098245,121.1237328
ANTFELP523NP008,ANTIPOLO CITY,14.63052198,121.1232795
ANTFELP527NP001,ANTIPOLO CITY,14.627253,121.160873
ANTFELP527NP002,ANTIPOLO CITY,14.628294,121.16155
ANTFELP527NP003,ANTIPOLO CITY,14.628294,121.16155
ANTFELP527NP004,ANTIPOLO CITY,14.6294,121.1618
ANTFELP527NP005,ANTIPOLO CITY,14.6294,121.1618
ANTFELP527NP006,ANTIPOLO CITY,14.63006438,121.1625514
ANTFELP527NP007,ANTIPOLO CITY,14.63006438,121.1625514
ANTFELP527NP008,ANTIPOLO CITY,14.6294,121.1618
ANTFELP528NP001,ANTIPOLO CITY,14.62671,121.162299
ANTFELP528NP002,ANTIPOLO CITY,14.62671,121.162299
ANTFELP528NP003,ANTIPOLO CITY,14.627075,121.163769
ANTFELP528NP004,ANTIPOLO CITY,14.626962,121.16476
ANTFELP528NP005,ANTIPOLO CITY,14.62595,121.160964
ANTFELP528NP006,ANTIPOLO CITY,14.62671,121.162299
ANTFELP528NP007,ANTIPOLO CITY,14.627075,121.163769
ANTFELP528NP008,ANTIPOLO CITY,14.627047,121.164831
ANTFELP529NP001,ANTIPOLO CITY,14.62788471,121.1655814
ANTFELP529NP002,ANTIPOLO CITY,14.6286206,121.1665753
ANTFELP529NP003,ANTIPOLO CITY,14.6286206,121.1665753
ANTFELP529NP004,ANTIPOLO CITY,14.628325,121.16683
ANTFELP529NP005,ANTIPOLO CITY,14.62877621,121.1677613
ANTFELP529NP006,ANTIPOLO CITY,14.62877621,121.1677613
ANTFELP529NP007,ANTIPOLO CITY,14.628325,121.16683
ANTFELP529NP008,ANTIPOLO CITY,14.62989143,121.1688649
ANTFELP530NP001,ANTIPOLO CITY,14.61477405,121.1316635
ANTFELP530NP002,ANTIPOLO CITY,14.61478737,121.1303833
ANTFELP530NP003,ANTIPOLO CITY,14.61478737,121.1303833
ANTFELP530NP004,ANTIPOLO CITY,14.61462471,121.1298938
ANTFELP530NP005,ANTIPOLO CITY,14.61443026,121.1295397
ANTFELP530NP006,ANTIPOLO CITY,14.6142389,121.1280278
ANTFELP530NP007,ANTIPOLO CITY,14.6142389,121.1280278
ANTFELP530NP008,ANTIPOLO CITY,14.61432223,121.127779
ANTFELP531NP001,ANTIPOLO CITY,14.61024762,121.1352117
ANTFELP531NP002,ANTIPOLO CITY,14.61024762,121.1352117
ANTFELP531NP003,ANTIPOLO CITY,14.61069722,121.1356718
ANTFELP531NP004,ANTIPOLO CITY,14.61105952,121.1360146
ANTFELP531NP005,ANTIPOLO CITY,14.61139563,121.1364161
ANTFELP531NP006,ANTIPOLO CITY,14.61164444,121.1368085
ANTFELP531NP007,ANTIPOLO CITY,14.61184959,121.1372641
ANTFELP531NP008,ANTIPOLO CITY,14.61184959,121.1372641
ANTFELP532NP001,ANTIPOLO CITY,14.62585304,121.1437795
ANTFELP532NP002,ANTIPOLO CITY,14.62585304,121.1437795
ANTFELP532NP003,ANTIPOLO CITY,14.62586229,121.1449501
ANTFELP532NP004,ANTIPOLO CITY,14.62586229,121.1449501
ANTFELP532NP005,ANTIPOLO CITY,14.62519928,121.1452535
ANTFELP532NP006,ANTIPOLO CITY,14.62405759,121.1448439
ANTFELP532NP007,ANTIPOLO CITY,14.623861,121.144444
ANTFELP532NP008,ANTIPOLO CITY,14.623861,121.144444
ANTFELP533NP001,ANTIPOLO CITY,14.62347698,121.142962
ANTFELP533NP002,ANTIPOLO CITY,14.6233529,121.1429289
ANTFELP533NP003,ANTIPOLO CITY,14.6233529,121.1429289
ANTFELP533NP004,ANTIPOLO CITY,14.62309273,121.1424367
ANTFELP533NP005,ANTIPOLO CITY,14.62285258,121.1425752
ANTFELP533NP006,ANTIPOLO CITY,14.62285258,121.1425752
ANTFELP533NP007,ANTIPOLO CITY,14.62265245,121.1428358
ANTFELP533NP008,ANTIPOLO CITY,14.62265245,121.1428358
ANTFELP534NP001,ANTIPOLO CITY,14.62381386,121.1348454
ANTFELP534NP002,ANTIPOLO CITY,14.62366231,121.1367083
ANTFELP534NP003,ANTIPOLO CITY,14.62376751,121.1374104
ANTFELP534NP004,ANTIPOLO CITY,14.62349115,121.1377752
ANTFELP534NP005,ANTIPOLO CITY,14.62466738,121.1370911
ANTFELP534NP006,ANTIPOLO CITY,14.62486116,121.1386243
ANTFELP534NP007,ANTIPOLO CITY,14.62475633,121.1396191
ANTFELP534NP008,ANTIPOLO CITY,14.62475633,121.1396191
ANTFELP535NP001,ANTIPOLO CITY,14.62290457,121.136454
ANTFELP535NP002,ANTIPOLO CITY,14.62308999,121.1360781
ANTFELP535NP003,ANTIPOLO CITY,14.62261395,121.1351237
ANTFELP535NP004,ANTIPOLO CITY,14.62301689,121.134464
ANTFELP535NP005,ANTIPOLO CITY,14.62301155,121.1349026
ANTFELP535NP006,ANTIPOLO CITY,14.62219165,121.1353567
ANTFELP535NP007,ANTIPOLO CITY,14.62301155,121.1349026
ANTFELP535NP008,ANTIPOLO CITY,14.62219165,121.1353567
ANTFELP542NP001,ANTIPOLO CITY,14.62328421,121.1552474
ANTFELP542NP002,ANTIPOLO CITY,14.62345258,121.154361
ANTFELP542NP003,ANTIPOLO CITY,14.62345258,121.154361
ANTFELP542NP004,ANTIPOLO CITY,14.623794,121.153628
ANTFELP542NP005,ANTIPOLO CITY,14.623925,121.152539
ANTFELP542NP006,ANTIPOLO CITY,14.62385577,121.1525287
ANTFELP542NP007,ANTIPOLO CITY,14.62345,121.154581
ANTFELP542NP008,ANTIPOLO CITY,14.623925,121.152539
ANTFELP543NP001,ANTIPOLO CITY,14.6228868,121.1572084
ANTFELP543NP002,ANTIPOLO CITY,14.622867,121.157911
